id,sentence,sub_entity,obj_entity,label
307,지난 10일 진영진은 자신의 유튜브 채널 '진영진'에 '계정으로 돈 버는 사람들'이라는 제목의 영상을 올렸다.,"{'word': '진용진', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '유튜브', 'start_idx': 18, 'end_idx': 20, 'type': 'POH'}",per:employee_of
308,"[OBJ] 유인나[OBJ] 씨가 대기실에 나타나자 [SUB] 아이유[SUB]는 ""오늘 유인나 씨가 다시 오셨다""며 ""목소리로 한 번 인사해 달라""고 말했다.","{'word': '아이유', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '유인나', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:colleagues
309,"성공적인 데뷔앨범으로 언더그라운드로 유명한 ""SUB"" 슬레이어는 1985년부터 슬래쉬메탈에 가까워진 2집 앨범 ""Hell Awaits""를 발표하고 1986년에는 ""OBJ"" 슬래쉬메탈 ""OBJ""의 교과서에 해당하는 ""Reign in Blood""를 발표하였으나, 1번 트랙 ""Angel of OB""의 교과서인 OBJ""를 발표하였다.","{'word': '슬레이어', 'start_idx': 32, 'end_idx': 35, 'type': 'PER'}","{'word': '스래시 메탈', 'start_idx': 96, 'end_idx': 101, 'type': 'POH'}",no_relation
310,"[SUB] 한국동서발전[SUB](주)(사장[OBJ] 박일준[OBJ])은 2일(월)부터 4일(수)까지 2박3일간의 발전기술개발원(충청남도 당진시 소재)에서 인도네시아 국영발전회사 PJB(Pembangkit Jawa Bali)의 엔지니어 17명(기계, 전기, 기술지원 분야)을 발표했다.","{'word': '한국동서발전', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '박일준', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",org:top_members/employees
311,"광주광역시, 전라남도, 전북 지역은 1970년대 이후 민주당계 정당 후보를 찍었으나, 제19대 대통령 선거에서는 모두 민주당 문재인 후보와 호남에 기반을 두고 세력을 급격히 확대한 SUB 국민의당[SUB][OBJ] 안철수[OBJ] 후보들이 경쟁하게 되어 표심이 어디로 이동할지에 관심이 많았던 지역이다.","{'word': '국민의당', 'start_idx': 104, 'end_idx': 107, 'type': 'ORG'}","{'word': '안철수', 'start_idx': 109, 'end_idx': 111, 'type': 'PER'}",org:top_members/employees
312,[OBJ] 포천시 [OBJ] [SUB] 중앙도서관 [SUB]은 오는 10월 10일부터 진행되는 2019년 도서관 '길 위의 인문학'의 3차 참여자를 모집한다고 밝혔다.,"{'word': '중앙도서관', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}","{'word': '포천시', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",org:place_of_headquarters
313,"클래식이란 단어는 [SUB]스페인 [SUB]라리가의 레알 [OBJ]마드리드 [OBJ]CF와 FC 바르셀로나 간의 더비 경기인 엘 클라시코(El Clsico, 스페인어로 '고전 더비'라는 뜻)에서 유래한다.","{'word': '스페인', 'start_idx': 11, 'end_idx': 13, 'type': 'ORG'}","{'word': '마드리드', 'start_idx': 24, 'end_idx': 27, 'type': 'ORG'}",no_relation
314,여기서 [SUB] FC 포르투 [SUB]와 AS 모나코 간의 [OBJ] 2004 [OBJ]년 UEFA 챔피언스리그 결승전이 열렸고 FC 포르투가 AS 모나코를 3-0으로 꺾고 두 번째 유러피언컵을 들어올렸다.,"{'word': 'FC 포르투', 'start_idx': 5, 'end_idx': 10, 'type': 'ORG'}","{'word': '2004', 'start_idx': 22, 'end_idx': 25, 'type': 'DAT'}",no_relation
315,시청 1층 시민의 숲에서는 시청각자료실 홈페이지 개설(7월 11일)을 기념해 열린 [OBJ] 및 광주 100년 도시의 역사를 담은 사진전 [SUB] 일본군 [SUB] 위안부 피해자 '기림의 날' 작품 전시로 관람할 수 있다.,"{'word': '일본군', 'start_idx': 75, 'end_idx': 77, 'type': 'ORG'}","{'word': '일제강점기', 'start_idx': 44, 'end_idx': 48, 'type': 'DAT'}",no_relation
316,"그는 OBJ 강경화 외교부장관 SUB장관의 입국금지는 방역능력이 없는 국가의 조악한 조치라는 발언에 대해 일본 호주도 방역능력이 없는 후진국이냐고 반문하면서 외교부는 다른 나라의 방역능력이 있다, 없다는 식으로 뒤늦게 대응할 처지가 아니다고 비판했다.","{'word': '외교부', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}","{'word': '강경화', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",org:top_members/employees
317,[SUB] 인천광역시 [SUB] 교육청(교육감 [OBJ] 도성훈 [OBJ])은 16일(월) 인천체육고등학교에서 제100회 전국체육대회에 참가하는 학생선수들을 격려했다.,"{'word': '인천광역시', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '도성훈', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",org:top_members/employees
318,"[SUB] 여명학교[SUB][OBJ] 조명숙[OBJ] 교감은 ""은평구 주민의 여명학교 설립 반대 의견을 님비(NIMBY)라고 생각하지 않는다. 전방에 많은 문제가 놓여 있다. 아이들을 위해 어른들이 함께 해결해야 할 문제라고 생각한다""라고 말했다.","{'word': '여명학교', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '조명숙', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}",org:top_members/employees
319,로키츠는 [SUB]패트릭 유잉[SUB]이 이끄는 [OBJ] 뉴욕 닉스[OBJ]를 꺾은 어려운 7개의 경기 후에 타이틀을 우승했다.,"{'word': '패트릭 유잉', 'start_idx': 5, 'end_idx': 10, 'type': 'PER'}","{'word': '뉴욕 닉스', 'start_idx': 17, 'end_idx': 21, 'type': 'ORG'}",per:employee_of
320,지난 4일 'OBJ' 인어공주[OBJ] 주인공[SUB] 에리얼[SUB] 역에 할리베일리가 캐스팅됐다는 소식이 전해졌다.,"{'word': '에리얼', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}","{'word': '인어공주', 'start_idx': 6, 'end_idx': 9, 'type': 'POH'}",per:alternate_names
321,"로마는 인테르의 마르코 델 베키오와 포자의 디비아조를 영입했다. [OBJ] 라치오 [OBJ]의 즈데넥제만은 유소년 팀에서 [SUB] 알렉산드로 네스타 [SUB]를 발굴했고, 삼프도리아는 엔리코 키에사를 불러들여 신예 선수 크리스천 카랑부토 클라렌사 세이돌프를 영입했다.","{'word': '알레산드로 네스타', 'start_idx': 55, 'end_idx': 63, 'type': 'PER'}","{'word': '라치오', 'start_idx': 36, 'end_idx': 38, 'type': 'ORG'}",per:employee_of
322,"루스카간국에서 [SUB]키예프[SUB]대공국으로 이어지는 [OBJ] 우크라이나 [OBJ]는 튀르크족, 몽골족 등의 오랜 지배를 받았다.","{'word': '키예프', 'start_idx': 11, 'end_idx': 13, 'type': 'ORG'}","{'word': '우크라이나', 'start_idx': 25, 'end_idx': 29, 'type': 'LOC'}",no_relation
323,"게임과 Big Fase 100의 첫 믹스테이프인 'You Know What It Is Vol.1'은 후의 래퍼이자 [OBJ] 프로듀서[OBJ]인 디디의 귀에 들어갔고, 디디의 베드보이 레코드로 들어가는 길이었는데 [SUB] 닥터 드레[SUB]가 먼저 게임을 그의 레코드이다.","{'word': '닥터 드레', 'start_idx': 107, 'end_idx': 111, 'type': 'PER'}","{'word': '프로듀서', 'start_idx': 64, 'end_idx': 67, 'type': 'POH'}",no_relation
324,"한편 숙녕궁주의 모순비 노씨는 창성군 노진의 딸로 1389년([OBJ] 공양왕[OBJ] 원년) 왕비에 봉해지고, [SUB] 정신궁주[SUB]를 비롯한 1남3녀를 두었다.","{'word': '정신궁주', 'start_idx': 57, 'end_idx': 60, 'type': 'PER'}","{'word': '공양왕', 'start_idx': 38, 'end_idx': 40, 'type': 'DAT'}",per:parents
325,[OBJ] 레흐 카친스키 [OBJ] 대통령 당선자는 경쟁자인 도놀트 투스크 후보에게 국회의장직을 제안했으나 거절당하자 여당인 법과 정의당의 당수인 쌍둥이 형 [SUB] 야로스와프 카친스키 [SUB]를 총리로 임명했다.,"{'word': '야로스와프 카친스키', 'start_idx': 79, 'end_idx': 88, 'type': 'PER'}","{'word': '레흐 카친스키', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}",per:siblings
326,2017년 5월 7일에 열린 [SUB] 수원 FC [SUB]와의 [OBJ] K리그 챌린지 [OBJ] 경기에서 성남 이적 후 첫 골을 기록하였다.,"{'word': '수원 FC', 'start_idx': 16, 'end_idx': 20, 'type': 'ORG'}","{'word': 'K리그 챌린지', 'start_idx': 24, 'end_idx': 30, 'type': 'POH'}",org:member_of
327,[OBJ]더불어민주당[OBJ]고흥보성장흥강진지역위원회[SUB]김순남[SUB]위원장은 전라남도가 적극 추진하는 '남해안 신성장 관광벨트 사업'에 장흥수문과 고흥녹동을 연결하는 연륙교가 반드시 포함돼야 한다고 주장했다.,"{'word': '김승남', 'start_idx': 25, 'end_idx': 27, 'type': 'PER'}","{'word': '더불어민주당', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}",per:employee_of
328,"[SUB]한국중부발전 [SUB]㈜은 [OBJ]한국전력공사 [OBJ]의 자회사로 에너지산업을 선도하는 공공기관이며, LT삼보㈜는 해상, 플랜트공사 등을 주력으로 하는 종합건설회사이다.","{'word': '한국중부발전', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '한국전력공사', 'start_idx': 11, 'end_idx': 16, 'type': 'ORG'}",org:member_of
329,어머니 육영수에게는 첫 아이였지만 아버지인 [SUB] 박정희 [SUB]는 이혼 경력과 전처인 큰딸 [OBJ] 박재옥 [OBJ]이 있었기 때문에 박정희에게는 둘째딸이 된다.,"{'word': '박정희', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': '박재옥', 'start_idx': 45, 'end_idx': 47, 'type': 'PER'}",per:children
330,"[SUB] 고흥군 [SUB](군수 [OBJ] 송귀근 [OBJ])은 6일 농업기술센터에서 농업관련 기관과 농업인 단체, 선도농가 등 농업관련 심의위원 18명이 참석한 가운데 2020년도 농업기술 보급 시범사업 대상자 선정을 위한 '고흥군 농업산학협동 심의회'를 개최했다.","{'word': '고흥군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '송귀근', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees
331,[OBJ] 2018년 [OBJ]부터 [SUB] 두산 베어스 [SUB]의 2군 투수코치를 지냈다.,"{'word': '두산 베어스', 'start_idx': 8, 'end_idx': 13, 'type': 'ORG'}","{'word': '2018년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation
332,"2008-09 시즌에는 [OBJ] 바르셀로나 [OBJ]의 유소년 팀인 후베닐 A팀에서 뛰며 주장을 맡았고, 2009-10 시즌 프리시즌에는 1군 감독인 주셉 [SUB]와 루디오라 [SUB]의 부름을 받아 미국 투어의 일원이 되었고, 1군 선수들과 함께 비공식 경기에 참가했다.","{'word': '과르디올라', 'start_idx': 77, 'end_idx': 81, 'type': 'PER'}","{'word': '바르셀로나', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}",per:employee_of
333,결국 2004년 [OBJ] 남기일 [OBJ]을 상대로 [SUB] 제주 유나이티드 FC [SUB]로 트레이드되어 2006년까지 활약하였다.,"{'word': '제주 유나이티드 FC', 'start_idx': 18, 'end_idx': 28, 'type': 'ORG'}","{'word': '남기일', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}",org:top_members/employees
334,"2003년부터 법관임용심사위원회 위원을 지냈으며, [SUB]대검찰청 [SUB]감찰위원회 위원, [OBJ]법무부 [OBJ]변호사징계위원회 위원으로 활동하며 법조계를 출입하는 언론인 모임인 [법조언론인클럽]회장을 지냈다.","{'word': '대검찰청', 'start_idx': 32, 'end_idx': 35, 'type': 'ORG'}","{'word': '법무부', 'start_idx': 47, 'end_idx': 49, 'type': 'ORG'}",no_relation
335,"[OBJ] 1946[OBJ]년 월드시리즈에서 [SUB] 보스턴 레드삭스 [SUB]와 함께 모제스는 경기에서 417점을 안타, 4개의 안타와 월드시리즈 기록을 동점시켰다.","{'word': '보스턴 레드삭스', 'start_idx': 15, 'end_idx': 22, 'type': 'ORG'}","{'word': '1946', 'start_idx': 0, 'end_idx': 3, 'type': 'DAT'}",no_relation
336,세계태권도평화봉사재단(총재[OBJ] 이중근[OBJ][SUB] 부영그룹 [SUB] 회장]은 8일 서울 중구 부영빌딩에서 '제24기 동계 세계태권도 평화봉사단 발대식'을 개최했다고 밝혔다.,"{'word': '부영그룹', 'start_idx': 19, 'end_idx': 22, 'type': 'ORG'}","{'word': '이중근', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}",org:top_members/employees
337,"나라를 구하기 위해 돌아가신 호국영령, 조상들을 찾아가 높은 뜻을 기리고 구한말 일제가 침략했을 때 먼저 의병을 일으켜 의병투쟁의 촉발제 역할을 했던 달성군 의병장 문석봉 장군의 생가터([OBJ] 현풍읍[OBJ]과 일제가 조선을 침략했을 때 전투마다 승전보를 울렸던 홍의 장군 [SUB] [SUB]과 UB] SUB] SUB] SUB] SUB] SUB","{'word': '곽재우', 'start_idx': 147, 'end_idx': 149, 'type': 'PER'}","{'word': '현풍읍', 'start_idx': 106, 'end_idx': 108, 'type': 'LOC'}",no_relation
338,[SUB] 광주여대 [SUB](총장 [OBJ] 이성재 [OBJ])가 '2020년 지역고객센터 상담원 힐링사업 지원' 수행기관으로 선정됐다고 30일 밝혔다.,"{'word': '광주여대', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '이선재', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",org:top_members/employees
339,한편 [OBJ] 2000 [OBJ]년 앤젤리나 졸리가 캄보디아로 입양한 첫째 아이 매덕스는 지난해 9월 연세대[SUB] 언더우드 국제대학 [SUB](UIC) 생명공학 전공으로 입학했다.,"{'word': '언더우드국제대학', 'start_idx': 49, 'end_idx': 56, 'type': 'ORG'}","{'word': '2000', 'start_idx': 3, 'end_idx': 6, 'type': 'DAT'}",no_relation
340,가수 [SUB] MC몽 [SUB]([OBJ] 신동현 [OBJ])이 '코로나19' 극복을 위해 총 3000만원을 기부했다고 스포티비뉴스가 30일 보도했다.,"{'word': 'MC몽', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '신동현', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:alternate_names
341,"[OBJ] 김원준[OBJ] 씨가 계속해서 ""봐봐""라고 말하자 [SUB] 곽지영 [SUB] 씨는 ""오빠도 놀랄 수 있다""며 어덜트 채널을 보여주었다","{'word': '곽지영', 'start_idx': 21, 'end_idx': 23, 'type': 'PER'}","{'word': '김원중', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",no_relation
342,"1886년 설립된 경신학교를 전신으로 하는 영희전문학교는 1915년 미국의 북[OBJ]장로교[OBJ]선교사 [SUB]호러스의 그랜트언더우드[SUB]선교사가 설립하였으며, 세브란스 의과대학은 1885년 미국의 북장로교 선교사 호러스 뉴턴 알렌이 고종의 지원을 받아 설립한 광혜원을 전신으로 한다.","{'word': '호러스 그랜트 언더우드', 'start_idx': 51, 'end_idx': 62, 'type': 'PER'}","{'word': '장로교', 'start_idx': 43, 'end_idx': 45, 'type': 'ORG'}",per:employee_of
343,"[SUB] 윤기정 [SUB] (윤기정 [OBJ] 1903년 [OBJ] ~ 1955년 3월 1일)은 주로 일제 강점기에 활동한 소설가 겸 평론가, 영화 프로듀서이다.","{'word': '윤기정', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1903년', 'start_idx': 9, 'end_idx': 13, 'type': 'DAT'}",per:date_of_birth
344,"2010년 9월 2일 [OBJ]신한은행 [OBJ]이 신상훈 [SUB]신한금융그룹 [SUB]사장을 통해 횡령, 배임 혐의로 검찰에 고소함에 따라 논의가 진행되었다.","{'word': '신한금융그룹', 'start_idx': 23, 'end_idx': 28, 'type': 'ORG'}","{'word': '신한은행', 'start_idx': 13, 'end_idx': 16, 'type': 'ORG'}",org:members
345,"[OBJ]과학기술정보통신부[OBJ]와 [SUB]한국정보화진흥원[SUB]의 조사 결과에 따르면 지난해 국내 LTE의 평균 다운로드 속도는 158.53Mbps, 업로드 속도는 42.85Mbps다.","{'word': '한국정보화진흥원', 'start_idx': 11, 'end_idx': 18, 'type': 'ORG'}","{'word': '과학기술정보통신부', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}",no_relation
346,[SUB] 지청천 [SUB]는 광복군 참모장을 지낸 [OBJ] 이범석 [OBJ](이범석)이 만든 민족청년단과의 갈등 속에서도 전국 청년대동단결을 전제로 한 청년조직을 강력하게 추진하여 대동청년단을 중심으로 기존 청년단체의 통합공작을 시도하였다.,"{'word': '지청천', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '이범석', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}",no_relation
347,[SUB] 명성황후[SUB]의 지원 아래 집권한 [OBJ] 여흥민 씨[OBJ] 가문의 한 사람으로 이후 출세 가도를 달렸다.,"{'word': '명성황후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '여흥 민씨', 'start_idx': 16, 'end_idx': 20, 'type': 'ORG'}",per:origin
348,[SUB] 홍무제[SUB] 사후 조카[OBJ] 건문제[OBJ]의 제위 계승 및 제후 숙청 정책에 반발하여 '정난의 변'을 일으켰다.,"{'word': '홍무제', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '건문제', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}",per:other_family
349,[SUB] 해남군 [SUB](군수 [OBJ] 명현관 [OBJ])이 전라남도에서 실시한 2019년 인사분야 우수 시군 평가에서 최우수군으로 선정되었다.,"{'word': '해남군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '명현관', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees
350,"의열단원으로 김원봉과 사상적 동지였으며, [OBJ] 상해 [OBJ] [SUB] 고려공산당 [SUB] 조선공산당의 정치인이었다.","{'word': '고려공산당', 'start_idx': 26, 'end_idx': 30, 'type': 'ORG'}","{'word': '상하이', 'start_idx': 22, 'end_idx': 24, 'type': 'LOC'}",org:place_of_headquarters
351,종합주류기업 무학이 창립 90주년을 맞은 가운데 [OBJ] 정호환[OBJ] 부산대학교 [SUB] 총장이 무학 본사 창원공장을 방문해 무학의 다양한 주류제품 생산과정과 세계주류박물관 굿데이뮤지엄을 둘러보고 창립 90주년 축하의 뜻으로 친필휘호를 전달하는 시간을 가졌다고 14일 밝혔다.,"{'word': '부산대학교', 'start_idx': 31, 'end_idx': 35, 'type': 'ORG'}","{'word': '전호환', 'start_idx': 27, 'end_idx': 29, 'type': 'PER'}",org:top_members/employees
352,[OBJ] 버섯왕국 [OBJ]의 명물인 꼬리나무 나뭇잎이 폭풍우에 휩쓸려가자 국밥 군단이 이를 악용해 꼬리를 보러 온 피치공주까지 납치하면서 [SUB] 마리오 [SUB]와 키노피오들은 나무 주변으로 다가가자 편지 한 통을 발견했고 그 편지에는 국밥이 또 피치공주를 납치했다는 사진이 있었다.,"{'word': '마리오', 'start_idx': 80, 'end_idx': 82, 'type': 'PER'}","{'word': '버섯 왕국', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",no_relation
353,'SUB' 홍현우 [SUB] (홍현우 [OBJ] 1972년 9월 28일 [OBJ]~)는 전 KBO 리그 KIA 타이거즈의 내야수이다.,"{'word': '홍현우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1972년 9월 28일', 'start_idx': 9, 'end_idx': 20, 'type': 'DAT'}",per:date_of_birth
354,"광주광역시(시장 이용섭)는 유아와 어린이의 스마트폰 의존 증가폭이 커짐에 따라 [OBJ] 과학기술정보통신부 [OBJ], [SUB] 한국정보화진흥원 [SUB]와 공동으로 유아와 부모가 함께 참여하는 예방교육을 실시한다.","{'word': '한국정보화진흥원', 'start_idx': 55, 'end_idx': 62, 'type': 'ORG'}","{'word': '과학기술정보통신부', 'start_idx': 44, 'end_idx': 52, 'type': 'ORG'}",no_relation
355,[SUB] 나경원 [SUBJ] 자유한국당 [OBJ] 원내대표가 자신을 겨냥해 악성 댓글을 단 누리꾼을 경찰에 고소했다.,"{'word': '나경원', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '자유한국당', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}",per:employee_of
356,"[OBJ] 동아소시오홀딩스[OBJ](분할전의 [SUB] 동아제약[SUB])은, 2011년 9월에 메이지 세이카파마와 바이오 시밀러 사업에 관한 전략적 제휴를 체결했다.","{'word': '동아제약', 'start_idx': 14, 'end_idx': 17, 'type': 'ORG'}","{'word': '동아쏘시오홀딩스', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}",org:alternate_names
357,이어 [SUB] 윤영일 국회의원실을(OBJ] 국토교통위원회(OBJ) 방문해 국도 23호선 강진마량간 4차로 확폭장 사업의 중요성을 설파했다.,"{'word': '윤영일', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '국토교통위원회', 'start_idx': 14, 'end_idx': 20, 'type': 'ORG'}",per:employee_of
358,도민프로축구단[SUB] 경남FC[SUB]에서 지휘봉을 잡은 [OBJ] 설기현 신임감독(40)은 내가 생각하는 축구를 잘 반영해 경남FC뿐만 아니라 유소년도 성장할 수 있도록 팀을 이끌겠다고 말했다.,"{'word': '경남FC', 'start_idx': 8, 'end_idx': 11, 'type': 'ORG'}","{'word': '설기현', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}",org:top_members/employees
359,"1948년 7월 17일에 제정된 [OBJ] 대한민국 헌법 [OBJ]제1호(제헌법)에는 '기미가요 제3·1운동에 의해 대한민국을 건설하여'라고 명시되었고, 제헌국회의장 이승만은 국회 개회식 경축사에서 'SUB' 대한민국 정부[SUB]의 임시정부 승계를 분명히 했다.","{'word': '대한민국 정부', 'start_idx': 97, 'end_idx': 103, 'type': 'ORG'}","{'word': '대한민국 헌법', 'start_idx': 17, 'end_idx': 23, 'type': 'LOC'}",org:product
360,"그리스 스트라이커들은 결국 셀타비고를 떠나 또 다른 OBJ, 북이탈리아 OBJ의 인기 구단인 SUB 토리노 SUB에 2006년 1월 합류해 스페인 구단과의 계약이 끝날 때까지 머물게 됐다.","{'word': '토리노', 'start_idx': 42, 'end_idx': 44, 'type': 'ORG'}","{'word': '북이탈리아', 'start_idx': 28, 'end_idx': 32, 'type': 'LOC'}",org:place_of_headquarters
361,[OBJ]더불어민주당[OBJ]코로나19국난극복위원회 우원식 민생본부장이 같은 당 [SUB]김선주[SUB]전주병] 국회의원 예비후보와 함께 전북중소기업 및 소상공인 관계자들의 어려움을 경청했다.,"{'word': '김성주', 'start_idx': 35, 'end_idx': 37, 'type': 'PER'}","{'word': '더불어민주당', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}",per:employee_of
362,"오후 11시 30분, 반란군은 1,200명이 넘는 [SUB] 게슈타포 [SUB], [OBJ] 친위대 [OBJ], 보안대 등 나치들을 체포하여 감옥에 수감하였다.","{'word': '게슈타포', 'start_idx': 30, 'end_idx': 33, 'type': 'ORG'}","{'word': '친위대', 'start_idx': 36, 'end_idx': 38, 'type': 'ORG'}",no_relation
363,이 강인과 함께 월드컵 준우승의 쾌거를 이룬 [OBJ] 정정연 [OBJ] [SUB] 서울 이랜드 [SUB] 감독은 '올해의 남자 감독상'을 수상했다.,"{'word': '서울 이랜드', 'start_idx': 27, 'end_idx': 32, 'type': 'ORG'}","{'word': '정정용', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}",org:top_members/employees
364,[SUB] 몬테네그로 [SUB] 사회주의자 민주당 소속이며 [OBJ] 미로 주카노비치 [OBJ] 대통령은 일부만 명예직에 불과할 뿐 몬테네그로 총선은 4년 중임제(최대 임기는 8년)로 4년마다 의원은 국민투표로 선출해 뽑는다.,"{'word': '몬테네그로', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '밀로 주카노비치', 'start_idx': 20, 'end_idx': 27, 'type': 'PER'}",org:top_members/employees
365,"1902년 7월 11일, 건강 문제로 인해 'SUB' 아서 발포어에게 총리와 'OBJ' 보수당[OBJ] 당수 자리를 물려주고 퇴임했다.","{'word': '아서 밸포어', 'start_idx': 27, 'end_idx': 32, 'type': 'PER'}","{'word': '보수당', 'start_idx': 40, 'end_idx': 42, 'type': 'ORG'}",per:employee_of
366,"[OBJ] 김형수[OBJ][SUB] 농림축산식품부 [SUB] 장관은 19일 오전 김포시 통진읍 가현리 돼지농장을 방문, 확산방지 대책과 지원방안 등을 설명하고 아프리카돼지콜레라(ASF) 방역태세를 점검했다.","{'word': '농림축산식품부', 'start_idx': 4, 'end_idx': 10, 'type': 'ORG'}","{'word': '김현수', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees
367,"관람객들의 이해를 돕기 위해 김준수, 김나니[SUB] 등 젊은 [OBJ] 국악인[OBJ]의 사회로 시작된 이번 창극제는 도민들의 많은 관심과 호응 속에 모든 공연이 객석을 가득 채우는 등 전남을 대표하는 축제로 발전할 가능성을 보였다.","{'word': '김나니', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '국악인', 'start_idx': 29, 'end_idx': 31, 'type': 'POH'}",per:title
368,중년의 헨리 8세[OBJ]는 어린 [SUB] 캐서린 하워드[SUB]를 '가시 없는 장미'라고 부르며 특히 총애했다.,"{'word': '캐서린 하워드', 'start_idx': 14, 'end_idx': 20, 'type': 'PER'}","{'word': '헨리 8세', 'start_idx': 4, 'end_idx': 8, 'type': 'PER'}",no_relation
369,남구 양림동은 과거 [SUB] 최영호 [SUB] 전 [OBJ] 남구청장 [OBJ] 재임 시절 특별히 신경써서 조성된 전국 굴지의 도시재생 성공사례로 광주 근대사의 중요한 거점이자 광주를 찾는 관광객들이 즐겨 찾는 관광명소이다.,"{'word': '최영호', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '남구청장', 'start_idx': 17, 'end_idx': 20, 'type': 'POH'}",no_relation
370,데뷔 당시 소속된 [OBJ] 신필름 [OBJ](당시 대표 [SUB] 신상옥 [SUB] 감독)의 뉴스타 넘버원이라는 뜻으로 활동하다가 국회의원에 출마하면서 본명과 예명을 합친 강신성일로 개명하였다.,"{'word': '신상옥', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '신필름', 'start_idx': 10, 'end_idx': 12, 'type': 'ORG'}",per:employee_of
371,교향악단은 이날 '님을 위한 행진곡'을 주제로 한 [OBJ] 작곡가 [OBJ] 김대성의 교향시 '민주'와 [SUB] 윤이상 [SUB] 작곡 'Collidess orones' '모차르트 바이올린 협주곡' '베토벤 로맨스' 등 4곡을 연주했다.,"{'word': '윤이상', 'start_idx': 51, 'end_idx': 53, 'type': 'PER'}","{'word': '작곡가', 'start_idx': 28, 'end_idx': 30, 'type': 'POH'}",per:title
372,"본명은 「SUB」편광우(便光祐)이며, 본관(關鄕)은 「OBJ」저장[OBJ]으로, 그것은 호이다.","{'word': '편광우', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '절강(浙江)', 'start_idx': 23, 'end_idx': 28, 'type': 'LOC'}",per:employee_of
373,"[SUB] 예산군 [SUB]의 2012년 지역내 총생산은 5조2269억원으로, [OBJ] 충청남도 [OBJ] 지역내 총생산의 1.8을 차지하고 있다.","{'word': '예산군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '충청남도', 'start_idx': 32, 'end_idx': 35, 'type': 'LOC'}",org:place_of_headquarters
